Price,Street,Area,City,Type,Bedrooms,Bathrooms,Size(Sq. Ft.),Parking Space,Balcony or Terrace,Double Glazed Windows,Maintenance Staff,View,Pet Policy,Lobby in Building,Family or Bachelor,Rent Year
22000,Free School Street, Kathalbagan, Dhaka,Room,2,2,900,Yes,No,No,No,North,No,No,Yes,2016
20000,Sector 10, Uttara, Dhaka,Apartment,3,3,1500,No,No,Yes,Yes,North,No,No,Yes,2017
12500,East Kazipara, Mirpur, Dhaka,Room,2,2,900,Yes,No,No,Yes,North,No,Yes,Yes,2016
12000,East Kazipara, Mirpur, Dhaka,Room,2,2,850,No,Yes,No,Yes,North,No,Yes,Yes,2017
20000,Tali office Road, Hazaribag, Dhaka,Apartment,3,3,1600,No,Yes,Yes,No,South,No,No,Yes,2016
9000,East Shewrapara, Mirpur, Dhaka,Room,2,1,700,Yes,No,Yes,No,East,Yes,Yes,Yes,2018
80000,Gulshan 2, Gulshan, Dhaka,Duplex,4,4,3200,Yes,Yes,No,Yes,North,No,No,Yes,2017
25000,Sector 6, Uttara, Dhaka,Apartment,2,2,1150,No,No,Yes,No,North,No,Yes,Yes,2016
14000,Block G, Bashundhara R/A, Dhaka,Room,2,2,700,Yes,Yes,No,Yes,North,No,No,Yes,2018
26000,Block A, Bashundhara R/A, Dhaka,Apartment,3,3,1450,No,No,Yes,Yes,North,No,No,Yes,2016
12000,East Kazipara, Mirpur, Dhaka,Room,3,2,850,Yes,No,No,Yes,East,Yes,Yes,Yes,2016
17000,Sector 10, Uttara, Dhaka,Apartment,3,3,1400,No,Yes,Yes,No,East,Yes,Yes,Yes,2016
50000,Road 8A, Dhanmondi, Dhaka,Duplex,4,4,2018,No,Yes,No,Yes,East,Yes,No,Yes,2017
18000,Tali office Road, Hazaribag, Dhaka,Apartment,3,3,1250,Yes,No,No,No,West,No,Yes,Yes,2017
7500,East Kazipara, Mirpur, Dhaka,Room,1,1,550,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
22000,Sector 10, Uttara, Dhaka,Apartment,3,3,1600,No,No,Yes,No,North,No,Yes,Yes,2017
80000,Gulshan 2, Gulshan, Dhaka,Duplex,4,4,3600,Yes,Yes,No,No,North,No,No,Yes,2018
9000,Section 11, Mirpur, Dhaka,Room,2,1,650,No,No,Yes,Yes,North,No,No,Yes,2018
15000,Wari, Sutrapur, Dhaka,Room,2,1,600,Yes,No,No,Yes,North,No,Yes,Yes,2016
13000,Abur Tek Road, Khilkhet, Dhaka,Room,2,2,700,No,Yes,Yes,No,North,No,Yes,Yes,2017
12000,Adarsha Nagar, Badda, Dhaka,Room,2,2,720,No,No,No,Yes,North,No,No,Yes,2017
13500,East Kazipara, Mirpur, Dhaka,Room,2,2,850,Yes,No,No,No,North,No,Yes,Yes,2017
12000,East Kazipara, Mirpur, Dhaka,Room,2,2,850,No,No,Yes,Yes,East,Yes,No,Yes,2016
30000,Block E, Banasree, Dhaka,Duplex,4,4,2500,Yes,Yes,Yes,No,East,Yes,Yes,Yes,2016
11500,East Kazipara, Mirpur, Dhaka,Room,2,2,800,No,No,No,No,North,Yes,No,Yes,2017
9500,Section 11, Mirpur, Dhaka,Room,2,2,650,No,No,Yes,Yes,North,Yes,Yes,Yes,2018
20000,Free School Street, Kathalbagan, Dhaka,Room,2,2,800,No,Yes,No,Yes,North,Yes,No,Yes,2017
45000,Block J, Baridhara, Dhaka,Duplex,3,3,2200,Yes,No,Yes,No,North,Yes,No,Yes,2017
15500,Block J, Baridhara, Dhaka,Room,1,1,800,No,Yes,No,Yes,North,Yes,Yes,Yes,2018
66000,Block J, Baridhara, Dhaka,Duplex,4,4,2700,Yes,Yes,No,No,East,No,Yes,Yes,2016
9500,Donia, Jatra Bari, Dhaka,Room,3,2,700,No,Yes,Yes,Yes,North,No,No,Yes,2018
25000,Sector 6, Uttara, Dhaka,Apartment,3,3,1100,Yes,No,Yes,No,South,No,Yes,Yes,2017
39500,Green Road, Kathalbagan, Dhaka,Apartment,3,4,1490,Yes,Yes,No,No,North,No,No,Yes,2016
15500,Block E, Banasree, Dhaka,Apartment,2,2,1050,Yes,No,No,Yes,North,No,Yes,Yes,2018
25500,Wari, Sutrapur, Dhaka,Room,2,2,850,No,Yes,Yes,No,North,No,No,Yes,2016
21500,Free School Street, Kathalbagan, Dhaka,Room,2,2,850,No,No,No,No,North,Yes,No,Yes,2018
25500,Free School Street, Kathalbagan, Dhaka,Apartment,3,3,1300,Yes,No,Yes,Yes,North,No,Yes,Yes,2018
12000,Adarsh Nagar Road, Badda, Dhaka,Room,2,2,800,No,Yes,No,Yes,South,No,Yes,Yes,2016
26000,Green Road, Kalabagan, Dhaka,Apartment,3,3,1285,Yes,Yes,Yes,No,East,No,No,Yes,2017
40000,Green Road, Kathalbagan, Dhaka,Apartment,3,4,1500,Yes,No,No,Yes,North,Yes,Yes,Yes,2018
27000,Sector 6, Uttara, Dhaka,Duplex,3,4,2500,Yes,Yes,No,Yes,East,No,No,Yes,2016
9500,Donia, Jatra Bari, Dhaka,Room,2,2,800,No,No,Yes,No,West,No,Yes,Yes,2018
15000,Abur Tek Road, Khilkhet, Dhaka,Apartment,3,3,1000,Yes,No,Yes,Yes,West,No,No,Yes,2016
25000,Free School Street, Kathalbagan, Dhaka,Apartment,3,3,1350,No,Yes,No,No,West,No,No,Yes,2018
15100,Moddo Para, Khilkhet, Dhaka,Room,2,2,800,Yes,No,Yes,Yes,North,No,Yes,Yes,2016
25000,Outer Circular Road, Maghbazar, Dhaka,Apartment,3,2,1170,No,Yes,No,No,South,No,Yes,Yes,2016
25000,Sector 10, Uttara, Dhaka,Apartment,3,3,1550,No,Yes,Yes,Yes,North,Yes,No,Yes,2017
6000,Amtola Masjid Goli Road, North Shahjahanpur, Dhaka,Room,1,1,450,Yes,No,No,No,North,No,No,No,2018
6000,Donia, Jatra Bari, Dhaka,Room,2,1,600,Yes,No,No,Yes,North,No,Yes,Yes,2017
13000,Tali office Road, Hazaribag, Dhaka,Room,2,2,728,No,Yes,Yes,No,North,No,No,Yes,2018
30000,Sector 6, Uttara, Dhaka,Apartment,4,3,1600,Yes,Yes,Yes,No,South,No,Yes,Yes,2017
10500,Uttar Badda, Badda, Dhaka,Room,2,2,720,No,No,No,Yes,East,Yes,No,Yes,2016
70500,Block J, Baridhara, Dhaka,Duplex,4,5,2500,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
14000,Shahinbag, Tejgaon, Dhaka,Room,2,1,600,No,Yes,No,No,North,Yes,No,Yes,2018
9000,Donia, Jatra Bari, Dhaka,Room,2,2,700,No,No,Yes,No,East,No,No,Yes,2016
27000,Green Road, Kalabagan, Dhaka,Apartment,3,3,1300,Yes,Yes,No,No,East,No,Yes,Yes,2017
30000,Shahinbag, Tejgaon, Dhaka,Apartment,3,3,1500,Yes,No,No,No,East,No,Yes,Yes,2018
75500,Block J, Baridhara, Dhaka,Duplex,4,5,2500,No,Yes,Yes,No,West,No,No,Yes,2018
75000,Gulshan 2, Gulshan, Dhaka,Duplex,3,3,1850,Yes,No,Yes,Yes,North,No,Yes,Yes,2018
27000,Amtola Masjid Goli Road, North Shahjahanpur, Dhaka,Apartment,3,2,1050,No,Yes,No,No,North,No,No,Yes,2016
14000,Natun Bazar, Badda, Dhaka,Apartment,3,2,1100,Yes,No,No,No,North,No,Yes,Yes,2016
11000,Donia, Jatra Bari, Dhaka,Room,2,2,800,No,No,No,Yes,North,No,No,Yes,2016
8500,Donia, Jatra Bari, Dhaka,Room,2,2,700,No,Yes,No,Yes,North,No,No,Yes,2016
30000,Sector 6, Uttara, Dhaka,Apartment,4,3,1600,Yes,No,No,No,North,Yes,Yes,Yes,2017
12000,Donia, Jatra Bari, Dhaka,Room,3,2,800,No,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
9500,Donia, Jatra Bari, Dhaka,Room,3,2,800,Yes,No,No,No,North,Yes,No,Yes,2018
8500,Donia, Jatra Bari, Dhaka,Room,2,2,700,No,Yes,Yes,No,North,No,No,Yes,2016
13000,Amligola, Lalbagh, Dhaka,Room,3,2,1000,No,Yes,Yes,Yes,North,No,No,Yes,2018
8000,Donia, Jatra Bari, Dhaka,Room,2,2,800,No,Yes,No,No,South,No,No,Yes,2016
25000,Wari, Sutrapur, Dhaka,Apartment,3,2,1260,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
6000,North Shahjahanpur, Dhaka,,Room,1,1,400,No,Yes,No,No,South,No,No,No,2017
35000,Sector 10, Uttara, Dhaka,Apartment,3,4,1541,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
13000,Mohammadia Housing Society, Mohammadpur, Dhaka,Apartment,2,2,700,No,Yes,Yes,Yes,South,No,No,Yes,2017
9500,Section 10, Mirpur, Dhaka,Apartment,2,2,650,No,Yes,No,No,South,No,No,Yes,2016
16500,Shahinbag, Tejgaon, Dhaka,Apartment,3,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
9000,Section 10, Mirpur, Dhaka,Apartment,2,2,650,No,Yes,No,No,South,No,No,Yes,2016
10500,Section 10, Mirpur, Dhaka,Apartment,2,2,650,No,Yes,Yes,Yes,West,No,No,Yes,2017
20000,Wari, Sutrapur, Dhaka,Apartment,2,1,750,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
100000,Gulshan 2, Gulshan, Dhaka,Duplex,3,4,2300,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2017
13000,Road 11, Adabor, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
25000,Sector 6, Uttara, Dhaka,Apartment,3,3,1550,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
20000,Free School Street, Kathalbagan, Dhaka,Apartment,2,2,750,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
24000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,3,4,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
26000,Sector 6, Uttara, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
100000,Gulshan 2, Gulshan, Dhaka,Duplex,3,4,2450,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2016
10000,East Kazipara, Mirpur, Dhaka,Room,2,1,550,No,Yes,No,No,North,No,No,Yes,2016
14000,Azimpur, Lalbagh, Dhaka,Apartment,2,2,700,No,Yes,Yes,Yes,East,No,No,Yes,2018
9000,East Kazipara, Mirpur, Dhaka,Room,2,1,550,No,Yes,No,No,West,No,No,Yes,2016
11500,East Kazipara, Mirpur, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,East,No,No,Yes,2016
20000,Sector 10, Uttara, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,East,No,No,Yes,2016
65000,Sector 6, Uttara, Dhaka,Apartment,4,4,2200,Yes,Yes,Yes,Yes,East,Yes,Yes,Yes,2018
15000,Block E, Banasree, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
10000,Section 11, Mirpur, Dhaka,Apartment,2,2,650,No,Yes,Yes,Yes,South,No,No,Yes,2016
21000,Tali office Road, Hazaribag, Dhaka,Apartment,4,3,1350,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
16000,Free School Street, Kathalbagan, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,North,No,No,Yes,2016
9000,School Road, Khilkhet, Dhaka,Room,2,1,750,No,No,No,No,South,No,No,Yes,2018
9500,Tali office Road, Hazaribag, Dhaka,Room,1,1,700,No,No,No,No,East,No,No,Yes,2016
21000,West Kafrul, Taltola, Dhaka,Apartment,4,3,1600,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
24500,Nurer Chala, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
15000,Nurer Chala, Badda, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,West,No,No,Yes,2018
13000,Nurer Chala, Badda, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,East,No,No,Yes,2016
13000,Shahjahanpur, North Shahjahanpur, Dhaka,Apartment,2,1,800,No,Yes,Yes,No,South,No,No,Yes,2017
11000,Shahjahanpur, North Shahjahanpur, Dhaka,Apartment,2,1,900,No,Yes,No,Yes,North,No,No,Yes,2016
26000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1750,Yes,Yes,Yes,Yes,South,Yes,No,Yes,2017
15500,Amligola, Lalbagh, Dhaka,Apartment,2,2,850,Yes,Yes,Yes,Yes,East,No,No,Yes,2016
28000,Amtola Masjid Goli Road, North Shahjahanpur, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,South,Yes,No,Yes,2017
70000,Gulshan 2, Gulshan, Dhaka,Duplex,3,3,1800,Yes,Yes,Yes,Yes,North,Yes,No,Yes,2017
8000,Vatara, Badda, Dhaka,Room,2,1,900,No,Yes,No,No,West,No,No,Yes,2016
10000,Block E, Banasree, Dhaka,Room,2,2,900,Yes,Yes,Yes,No,South,No,No,Yes,2017
8500,Donia, Jatra Bari, Dhaka,Room,2,1,700,No,No,No,No,East,No,No,Yes,2018
40000,Amtola Masjid Goli Road, North Shahjahanpur, Dhaka,Apartment,3,4,1800,Yes,Yes,Yes,Yes,East,Yes,Yes,Yes,2017
8000,Donia, Jatra Bari, Dhaka,Room,2,2,700,No,No,No,No,East,No,No,Yes,2017
11000,Block E, Banasree, Dhaka,Apartment,2,2,900,No,Yes,No,Yes,East,No,No,Yes,2018
16000,Amtola Masjid Goli Road, North Shahjahanpur, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,East,No,No,Yes,2016
16000,Block E, Banasree, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
9500,Section 11, Mirpur, Dhaka,Apartment,2,1,650,No,No,No,No,North,No,No,Yes,2017
23000,Jheel Masjid Road, North Shahjahanpur, Dhaka,Apartment,3,3,1080,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
8000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Room,1,1,300,No,Yes,No,No,South,No,No,No,2016
15000,Uttar Badda, Badda, Dhaka,Apartment,3,2,1150,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
9000,Section 11, Mirpur, Dhaka,Room,2,2,650,No,Yes,No,No,South,No,No,Yes,2017
9500,Section 11, Mirpur, Dhaka,Room,2,2,650,No,Yes,No,No,South,No,No,Yes,2017
16000,Tali office Road, Hazaribag, Dhaka,Apartment,2,2,930,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
8500,Section 11, Mirpur, Dhaka,Room,2,1,600,No,No,No,No,East,No,No,Yes,2017
30000,Block G, Bashundhara R/A, Dhaka,Apartment,3,3,1700,Yes,Yes,Yes,Yes,West,Yes,No,Yes,2018
20000,South Khilgaon, Khilgaon, Dhaka,Apartment,3,2,1050,Yes,Yes,Yes,Yes,West,Yes,No,Yes,2016
21000,Jonaki Lane, Shantinagar, Dhaka,Apartment,2,1,750,Yes,Yes,Yes,Yes,West,Yes,No,Yes,2018
15000,Free School Street, Kathalbagan, Dhaka,Apartment,2,2,750,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
10000,Section 11, Mirpur, Dhaka,Room,2,2,650,No,Yes,No,No,East,No,No,Yes,2016
30000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,South,Yes,No,Yes,2017
28000,Tikatuli, Sutrapur, Dhaka,Apartment,3,3,1160,Yes,Yes,Yes,Yes,East,No,No,Yes,2016
32000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1550,Yes,Yes,Yes,Yes,East,Yes,No,Yes,2017
15000,Uttar Badda, Badda, Dhaka,Apartment,2,2,1050,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
9000,Section 11, Mirpur, Dhaka,Room,2,2,650,No,No,No,Yes,South,No,No,Yes,2016
16000,Jheel Masjid Road, North Shahjahanpur, Dhaka,Room,2,2,850,Yes,Yes,Yes,No,East,No,No,Yes,2018
16000,Amtola Masjid Goli Road, North Shahjahanpur, Dhaka,Room,2,2,950,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
10000,Jheel Masjid Road, North Shahjahanpur, Dhaka,Room,2,1,750,No,Yes,Yes,Yes,East,No,No,Yes,2016
10500,Section 11, Mirpur, Dhaka,Room,2,2,650,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
14000,Block E, Banasree, Dhaka,Room,2,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
13500,Post Office Road , Khilkhet, Dhaka,Room,2,1,800,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
13000,School Road, Khilkhet, Dhaka,Room,3,2,1200,Yes,Yes,No,Yes,West,No,No,Yes,2017
9000,Vatara, Badda, Dhaka,Room,2,2,900,No,Yes,No,No,North,No,No,Yes,2016
20000,Sector 10, Uttara, Dhaka,Apartment,3,4,1470,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
27000,Panthapath Main Road, Kalabagan, Dhaka,Apartment,2,3,1130,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
22000,Free School Street, Kathalbagan, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
11000,Uttar Badda, Badda, Dhaka,Room,2,2,850,No,Yes,No,Yes,East,No,No,Yes,2016
16000,Bashir Uddin Road, Kalabagan, Dhaka,Apartment,1,2,750,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
21000,Free School Street, Kathalbagan, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
12000,East Nakhalpara, Tejgaon, Dhaka,Room,2,1,600,No,Yes,No,Yes,South,No,No,Yes,2016
31000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1565,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
25000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
19000,Sector 10, Uttara, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
31000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1650,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
37000,Road 9A, Dhanmondi, Dhaka,Apartment,3,3,1520,Yes,Yes,Yes,Yes,East,Yes,Yes,Yes,2016
15000,Bashir Uddin Road, Kalabagan, Dhaka,Apartment,1,1,700,No,Yes,Yes,Yes,South,No,No,Yes,2016
25000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
23000,Road 8A, Dhanmondi, Dhaka,Apartment,3,3,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
18000,Sector 10, Uttara, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
25000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,East,No,No,Yes,2016
13000,Vatara, Badda, Dhaka,Apartment,3,3,1180,Yes,Yes,Yes,Yes,East,No,No,Yes,2018
15000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,2,2,1000,No,Yes,Yes,Yes,East,No,No,Yes,2017
30000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1565,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
17000,Vatara, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
11000,Bagicha Mashjid Road, North Shahjahanpur, Dhaka,Apartment,2,1,850,No,Yes,No,Yes,South,No,No,Yes,2016
26000,Nayatola, Maghbazar, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
38000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,4,1450,Yes,Yes,Yes,Yes,South,Yes,No,Yes,2017
33000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1314,Yes,Yes,Yes,Yes,South,Yes,No,Yes,2018
7000,Talertek, Khilkhet, Dhaka,Room,2,1,600,No,No,No,No,East,No,No,Yes,2018
50000,Road 9A, Dhanmondi, Dhaka,Apartment,3,4,2280,Yes,Yes,Yes,Yes,East,No,Yes,Yes,2016
12000,East Nakhalpara, Tejgaon, Dhaka,Room,2,1,600,No,Yes,Yes,Yes,East,No,No,Yes,2018
18000,East Nakhalpara, Tejgaon, Dhaka,Apartment,2,2,750,No,Yes,Yes,Yes,East,No,No,Yes,2018
13500,East Kazipara, Mirpur, Dhaka,Room,2,2,950,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
7000,Talertek, Khilkhet, Dhaka,Room,2,1,600,No,No,No,No,South,No,No,Yes,2017
13000,East Kazipara, Mirpur, Dhaka,Apartment,2,2,875,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
15500,East Kazipara, Mirpur, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
11500,East Nakhalpara, Tejgaon, Dhaka,Room,2,1,600,No,Yes,Yes,Yes,South,No,No,Yes,2017
19000,Section 6, Mirpur, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
12000,Uttar Badda, Badda, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,North,No,No,Yes,2016
22000,Free School Street, Kathalbagan, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
15000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
14000,Goran, Khilgaon, Dhaka,Apartment,3,2,1100,No,Yes,Yes,Yes,West,No,No,Yes,2016
20000,Section 11, Mirpur, Dhaka,Apartment,3,2,1300,Yes,Yes,Yes,Yes,west,No,No,Yes,2018
23000,Road 3, Shyamoli, Dhaka,Apartment,3,2,1100,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
20000,Block E, Banasree, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
13000,Moddo Para, Khilkhet, Dhaka,Apartment,2,1,650,No,Yes,Yes,Yes,East,No,No,Yes,2018
9000,South Jatra Bari, Jatra Bari, Dhaka,Room,2,1,700,No,No,No,No,East,No,No,Yes,2017
8500,South Jatra Bari, Jatra Bari, Dhaka,Room,2,1,700,No,No,No,No,East,No,No,Yes,2017
11000,Goran, Khilgaon, Dhaka,Room,2,2,750,No,Yes,No,Yes,South,No,No,Yes,2016
20000,Nurer Chala, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
18000,Uttar Badda, Badda, Dhaka,Room,3,2,1225,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
6200,East Nakhalpara, Tejgaon, Dhaka,Room,1,1,350,No,No,No,No,North,No,No,No,2016
16500,Mohammadi Housing LTD., Mohammadpur, Dhaka,Room,2,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
25000,Azimpur, Lalbagh, Dhaka,Apartment,3,2,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
18000,Nurer Chala, Badda, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
12000,Amtola, Khilkhet, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,West,No,No,Yes,2016
10000,Section 11, Mirpur, Dhaka,Room,2,2,650,No,No,No,No,West,No,No,Yes,2018
18000,Nayatola, Maghbazar, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
26000,Uttar Badda, Badda, Dhaka,Apartment,5,4,1810,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
75000,Road 23, Banani, Dhaka,Duplex,3,3,2570,Yes,Yes,Yes,Yes,East,Yes,Yes,Yes,2016
16000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,East,No,No,Yes,2016
16500,Mohammadi Housing LTD., Mohammadpur, Dhaka,Room,3,3,1250,Yes,Yes,Yes,Yes,East,No,No,Yes,2016
4000,Moddo Para, Khilkhet, Dhaka,Room,1,1,350,No,No,No,No,South,No,No,No,2018
20000,Taltola, Agargaon, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
11000,Adarsha Nagar, Badda, Dhaka,Room,2,2,720,No,No,Yes,Yes,West,No,No,Yes,2016
20000,Jigatola, Hazaribag, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
11000,Uttar Badda, Badda, Dhaka,Room,2,2,720,No,Yes,No,Yes,North,No,No,Yes,2017
16000,Uttar Badda, Badda, Dhaka,Apartment,3,3,1040,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
32000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
18000,Talertek, Khilkhet, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
10000,Mir Hajirbag New Road, Jatra Bari, Dhaka,Room,3,2,800,No,No,Yes,Yes,North,No,No,Yes,2016
75000,Road 23, Banani, Dhaka,Apartment,3,3,2150,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
70000,Road 23, Banani, Dhaka,Apartment,3,3,2570,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
12500,East Shewrapara, Mirpur, Dhaka,Room,2,2,740,No,Yes,Yes,Yes,South,No,No,Yes,2016
14000,East Shewrapara, Mirpur, Dhaka,Room,2,2,800,No,Yes,Yes,Yes,West,No,No,Yes,2016
15000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
15500,South Jatra Bari, Jatra Bari, Dhaka,Room,4,2,900,No,Yes,Yes,Yes,West,No,No,Yes,2017
13000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Room,2,2,850,No,Yes,Yes,Yes,West,No,No,Yes,2016
15000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,3,3,1150,No,Yes,Yes,Yes,West,No,No,Yes,2018
14500,Uttar Badda, Badda, Dhaka,Apartment,2,2,800,No,Yes,Yes,Yes,West,No,No,Yes,2018
26000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,3,3,1450,No,Yes,Yes,Yes,West,No,No,Yes,2017
8500,North Goran, Khilgaon, Dhaka,Room,1,2,700,No,No,No,No,South,No,No,Yes,2017
15000,East Kazipara, Mirpur, Dhaka,Apartment,2,2,1050,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
16000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
20000,East Nakhalpara, Tejgaon, Dhaka,Apartment,3,2,900,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
15000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,No,South,No,No,Yes,2018
8000,Jatra Bari, Jatra Bari, Dhaka,Room,2,1,600,No,No,No,No,East,No,No,Yes,2018
10000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,2,1,850,No,Yes,Yes,Yes,South,No,No,Yes,2016
11000,East Kazipara, Mirpur, Dhaka,Apartment,2,2,850,No,Yes,Yes,Yes,North,No,No,Yes,2018
13500,West Jatrabari, Jatra Bari, Dhaka,Apartment,3,2,800,Yes,Yes,No,Yes,South,No,No,Yes,2017
7000,Bot Tola, Khilkhet, Dhaka,Room,2,1,550,No,No,No,No,East,No,No,Yes,2017
